,Cell type,X location,Y location,Z location
11947,Pyr in SP layer,24,416,306
11948,Pyr in SP layer,304,376,298
11949,Pyr in SP layer,120,504,306
11950,Pyr in SP layer,72,176,306
11951,Pyr in SP layer,360,488,322
11952,Pyr in SP layer,144,272,306
11953,Pyr in SP layer,112,104,290
11954,Pyr in SP layer,232,816,290
11955,Pyr in SP layer,288,520,290
11956,Pyr in SP layer,72,768,322
11957,Pyr in SP layer,184,352,290
11958,Pyr in SP layer,40,376,290
11959,Pyr in SP layer,0,816,322
11960,Pyr in SP layer,72,288,290
11961,Pyr in SP layer,400,752,322
11962,Pyr in SP layer,352,224,306
11963,Pyr in SP layer,344,232,290
11964,Pyr in SP layer,176,328,322
11965,Pyr in SP layer,16,248,322
11966,Pyr in SP layer,168,800,314
11967,Pyr in SP layer,392,840,314
11968,Pyr in SP layer,176,376,306
11969,Pyr in SP layer,128,896,314
11970,Pyr in SP layer,280,728,306
11971,Pyr in SP layer,176,400,322
11972,Pyr in SP layer,112,552,314
11973,Pyr in SP layer,32,696,322
11974,Pyr in SP layer,88,960,290
11975,Pyr in SP layer,216,656,314
11976,Pyr in SP layer,344,784,298
11977,Pyr in SP layer,32,328,298
11978,Pyr in SP layer,288,352,314
11979,Pyr in SP layer,304,792,298
11980,Pyr in SP layer,8,856,306
11981,Pyr in SP layer,312,248,306
11982,Pyr in SP layer,96,840,306
11983,Pyr in SP layer,304,40,322
11984,Pyr in SP layer,288,976,306
11985,Pyr in SP layer,352,56,290
11986,Pyr in SP layer,360,336,322
11987,Pyr in SP layer,176,376,298
11988,Pyr in SP layer,312,672,290
11989,Pyr in SP layer,96,392,298
11990,Pyr in SP layer,208,200,314
11991,Pyr in SP layer,352,624,322
11992,Pyr in SP layer,168,544,290
11993,Pyr in SP layer,16,592,306
11994,Pyr in SP layer,280,968,290
11995,Pyr in SP layer,16,664,298
11996,Pyr in SP layer,40,840,290
11997,Pyr in SP layer,88,496,322
11998,Pyr in SP layer,160,376,290
11999,Pyr in SP layer,176,144,306
12000,Pyr in SP layer,360,168,314
12001,Pyr in SP layer,72,272,306
12002,Pyr in SP layer,0,584,298
12003,Pyr in SP layer,312,264,322
12004,Pyr in SP layer,8,344,306
12005,Pyr in SP layer,256,976,306
12006,Pyr in SP layer,56,344,322
12007,Pyr in SP layer,352,952,290
12008,Pyr in SP layer,216,936,322
12009,Pyr in SP layer,216,520,322
12010,Pyr in SP layer,32,984,314
12011,Pyr in SP layer,96,936,306
12012,Pyr in SP layer,344,984,322
12013,Pyr in SP layer,368,256,290
12014,Pyr in SP layer,384,192,290
12015,Pyr in SP layer,32,480,306
12016,Pyr in SP layer,224,936,298
12017,Pyr in SP layer,392,288,322
12018,Pyr in SP layer,280,936,298
12019,Pyr in SP layer,144,512,306
12020,Pyr in SP layer,40,352,314
12021,Pyr in SP layer,160,928,298
12022,Pyr in SP layer,216,400,298
12023,Pyr in SP layer,88,288,314
12024,Pyr in SP layer,16,360,298
12025,Pyr in SP layer,368,288,298
12026,Pyr in SP layer,40,144,314
12027,Pyr in SP layer,304,728,290
12028,Pyr in SP layer,16,680,290
12029,Pyr in SP layer,288,1000,306
12030,Pyr in SP layer,360,448,298
12031,Pyr in SP layer,0,888,298
12032,Pyr in SP layer,0,96,322
12033,Pyr in SP layer,288,176,306
12034,Pyr in SP layer,368,720,290
12035,Pyr in SP layer,88,832,306
12036,Pyr in SP layer,320,968,322
12037,Pyr in SP layer,296,8,298
12038,Pyr in SP layer,320,256,298
12039,Pyr in SP layer,272,752,306
12040,Pyr in SP layer,304,288,298
12041,Pyr in SP layer,48,384,314
12042,Pyr in SP layer,80,0,306
12043,Pyr in SP layer,112,808,306
12044,Pyr in SP layer,352,576,322
12045,Pyr in SP layer,104,648,314
12046,Pyr in SP layer,32,160,322
12047,Pyr in SP layer,384,824,298
12048,Pyr in SP layer,32,672,314
12049,Pyr in SP layer,280,696,314
12050,Pyr in SP layer,128,728,322
12051,Pyr in SP layer,256,88,322
12052,Pyr in SP layer,264,712,298
12053,Pyr in SP layer,336,816,306
12054,Pyr in SP layer,32,600,314
12055,Pyr in SP layer,24,632,322
12056,Pyr in SP layer,160,424,306
12057,Pyr in SP layer,88,24,322
12058,Pyr in SP layer,288,200,306
12059,Pyr in SP layer,80,152,322
12060,Pyr in SP layer,80,840,290
12061,Pyr in SP layer,288,616,322
12062,Pyr in SP layer,352,856,290
12063,Pyr in SP layer,56,648,298
12064,Pyr in SP layer,280,960,298
12065,Pyr in SP layer,376,1000,298
12066,Pyr in SP layer,200,344,298
12067,Pyr in SP layer,192,984,322
12068,Pyr in SP layer,0,376,314
12069,Pyr in SP layer,120,496,314
12070,Pyr in SP layer,88,400,290
12071,Pyr in SP layer,344,488,322
12072,Pyr in SP layer,120,64,290
12073,Pyr in SP layer,400,352,290
12074,Pyr in SP layer,136,240,290
12075,Pyr in SP layer,120,552,306
12076,Pyr in SP layer,40,960,298
12077,Pyr in SP layer,248,464,322
12078,Pyr in SP layer,216,208,290
12079,Pyr in SP layer,24,728,322
12080,Pyr in SP layer,120,416,306
12081,Pyr in SP layer,168,896,322
12082,Pyr in SP layer,0,448,314
12083,Pyr in SP layer,328,840,290
12084,Pyr in SP layer,32,904,298
12085,Pyr in SP layer,208,384,314
12086,Pyr in SP layer,344,136,290
12087,Pyr in SP layer,176,72,298
12088,Pyr in SP layer,168,112,290
12089,Pyr in SP layer,224,0,306
12090,Pyr in SP layer,8,296,322
12091,Pyr in SP layer,400,832,290
12092,Pyr in SP layer,144,16,314
12093,Pyr in SP layer,144,456,298
12094,Pyr in SP layer,168,464,290
12095,Pyr in SP layer,168,480,314
12096,Pyr in SP layer,88,600,306
12097,Pyr in SP layer,280,424,298
12098,Pyr in SP layer,160,712,314
12099,Pyr in SP layer,376,872,322
12100,Pyr in SP layer,288,144,290
12101,Pyr in SP layer,152,272,290
12102,Pyr in SP layer,40,400,314
12103,Pyr in SP layer,192,976,290
12104,Pyr in SP layer,280,408,306
12105,Pyr in SP layer,152,224,314
12106,Pyr in SP layer,312,944,298
12107,Pyr in SP layer,272,704,314
12108,Pyr in SP layer,168,312,298
12109,Pyr in SP layer,136,80,290
12110,Pyr in SP layer,24,968,298
12111,Pyr in SP layer,56,680,322
12112,Pyr in SP layer,232,896,306
12113,Pyr in SP layer,24,208,290
12114,Pyr in SP layer,8,584,298
12115,Pyr in SP layer,304,408,290
12116,Pyr in SP layer,64,816,314
12117,Pyr in SP layer,136,872,322
12118,Pyr in SP layer,280,864,314
12119,Pyr in SP layer,160,336,298
12120,Pyr in SP layer,344,800,314
12121,Pyr in SP layer,176,352,322
12122,Pyr in SP layer,176,672,306
12123,Pyr in SP layer,136,128,314
12124,Pyr in SP layer,80,24,322
12125,Pyr in SP layer,360,960,298
12126,Pyr in SP layer,304,568,298
12127,Pyr in SP layer,216,928,290
12128,Pyr in SP layer,200,104,314
12129,Pyr in SP layer,272,872,306
12130,Pyr in SP layer,224,320,314
12131,Pyr in SP layer,72,880,298
12132,Pyr in SP layer,304,248,306
12133,Pyr in SP layer,296,296,290
12134,Pyr in SP layer,288,664,314
12135,Pyr in SP layer,56,288,322
12136,Pyr in SP layer,200,920,322
12137,Pyr in SP layer,400,168,314
12138,Pyr in SP layer,16,344,298
12139,Pyr in SP layer,168,680,298
12140,Pyr in SP layer,304,824,314
12141,Pyr in SP layer,288,936,298
12142,Pyr in SP layer,224,520,298
12143,Pyr in SP layer,80,248,298
12144,Pyr in SP layer,216,504,306
12145,Pyr in SP layer,136,968,322
12146,Pyr in SP layer,208,680,290
12147,Pyr in SP layer,272,360,298
12148,Pyr in SP layer,64,1000,314
12149,Pyr in SP layer,400,648,322
12150,Pyr in SP layer,40,952,306
12151,Pyr in SP layer,128,584,298
12152,Pyr in SP layer,320,704,306
12153,Pyr in SP layer,392,168,290
12154,Pyr in SP layer,176,88,306
12155,Pyr in SP layer,344,856,322
12156,Pyr in SP layer,360,184,290
12157,Pyr in SP layer,392,504,314
12158,Pyr in SP layer,328,600,314
12159,Pyr in SP layer,216,872,298
12160,Pyr in SP layer,344,40,322
12161,Pyr in SP layer,216,712,322
12162,Pyr in SP layer,264,512,298
12163,Pyr in SP layer,176,584,314
12164,Pyr in SP layer,200,496,290
12165,Pyr in SP layer,184,704,322
12166,Pyr in SP layer,224,680,298
12167,Pyr in SP layer,376,56,298
12168,Pyr in SP layer,176,848,306
12169,Pyr in SP layer,280,592,314
12170,Pyr in SP layer,168,560,298
12171,Pyr in SP layer,344,240,322
12172,Pyr in SP layer,128,784,314
12173,Pyr in SP layer,72,232,322
12174,Pyr in SP layer,328,712,306
12175,Pyr in SP layer,256,384,298
12176,Pyr in SP layer,320,40,290
12177,Pyr in SP layer,328,784,306
12178,Pyr in SP layer,32,584,290
12179,Pyr in SP layer,152,736,298
12180,Pyr in SP layer,288,560,322
12181,Pyr in SP layer,112,752,306
12182,Pyr in SP layer,232,624,314
12183,Pyr in SP layer,256,968,290
12184,Pyr in SP layer,328,680,314
12185,Pyr in SP layer,128,216,322
12186,Pyr in SP layer,392,296,298
12187,Pyr in SP layer,400,408,306
12188,Pyr in SP layer,40,464,314
12189,Pyr in SP layer,312,864,306
12190,Pyr in SP layer,344,1000,306
12191,Pyr in SP layer,56,856,290
12192,Pyr in SP layer,352,616,306
12193,Pyr in SP layer,80,16,322
12194,Pyr in SP layer,40,704,306
12195,Pyr in SP layer,368,784,314
12196,Pyr in SP layer,368,568,298
12197,Pyr in SP layer,80,408,314
12198,Pyr in SP layer,64,288,306
12199,Pyr in SP layer,392,784,322
12200,Pyr in SP layer,368,392,290
12201,Pyr in SP layer,280,736,306
12202,Pyr in SP layer,168,0,306
12203,Pyr in SP layer,344,776,314
12204,Pyr in SP layer,200,848,314
12205,Pyr in SP layer,296,312,290
12206,Pyr in SP layer,96,744,306
12207,Pyr in SP layer,136,672,306
12208,Pyr in SP layer,192,792,306
12209,Pyr in SP layer,376,280,306
12210,Pyr in SP layer,360,592,298
12211,Pyr in SP layer,272,256,298
12212,Pyr in SP layer,296,600,298
12213,Pyr in SP layer,40,576,298
12214,Pyr in SP layer,336,768,290
12215,Pyr in SP layer,104,464,314
12216,Pyr in SP layer,40,176,290
12217,Pyr in SP layer,352,160,290
12218,Pyr in SP layer,368,200,314
12219,Pyr in SP layer,144,72,290
12220,Pyr in SP layer,296,424,298
12221,Pyr in SP layer,216,96,322
12222,Pyr in SP layer,312,512,290
12223,Pyr in SP layer,384,840,298
12224,Pyr in SP layer,48,776,298
12225,Pyr in SP layer,368,336,314
12226,Pyr in SP layer,392,584,298
12227,Pyr in SP layer,384,856,290
12228,Pyr in SP layer,160,960,290
12229,Pyr in SP layer,104,800,314
12230,Pyr in SP layer,280,672,290
12231,Pyr in SP layer,0,840,306
12232,Pyr in SP layer,312,536,314
12233,Pyr in SP layer,304,216,306
12234,Pyr in SP layer,104,192,314
12235,Pyr in SP layer,200,608,306
12236,Pyr in SP layer,32,8,314
12237,Pyr in SP layer,304,528,322
12238,Pyr in SP layer,216,856,290
12239,Pyr in SP layer,152,920,298
12240,Pyr in SP layer,152,968,306
12241,Pyr in SP layer,112,160,314
12242,Pyr in SP layer,80,576,322
12243,Pyr in SP layer,400,408,298
12244,Pyr in SP layer,8,536,298
12245,Pyr in SP layer,120,216,290
12246,Pyr in SP layer,120,144,298
12247,Pyr in SP layer,192,72,322
12248,Pyr in SP layer,320,192,298
12249,Pyr in SP layer,328,912,290
12250,Pyr in SP layer,232,504,298
12251,Pyr in SP layer,272,56,290
12252,Pyr in SP layer,48,288,322
12253,Pyr in SP layer,336,312,322
12254,Pyr in SP layer,240,392,306
12255,Pyr in SP layer,344,160,322
12256,Pyr in SP layer,0,688,290
12257,Pyr in SP layer,232,48,290
12258,Pyr in SP layer,120,176,290
12259,Pyr in SP layer,144,768,290
12260,Pyr in SP layer,320,40,306
12261,Pyr in SP layer,312,456,314
12262,Pyr in SP layer,192,944,314
12263,Pyr in SP layer,360,760,290
12264,Pyr in SP layer,224,864,314
12265,Pyr in SP layer,200,184,314
12266,Pyr in SP layer,64,640,298
12267,Pyr in SP layer,128,776,322
12268,Pyr in SP layer,200,216,298
12269,Pyr in SP layer,376,304,290
12270,Pyr in SP layer,144,712,290
12271,Pyr in SP layer,296,352,298
12272,Pyr in SP layer,40,288,290
12273,Pyr in SP layer,192,928,290
12274,Pyr in SP layer,112,624,290
12275,Pyr in SP layer,192,464,290
12276,Pyr in SP layer,96,840,298
12277,Pyr in SP layer,48,8,314
12278,Pyr in SP layer,256,536,306
12279,Pyr in SP layer,216,232,314
12280,Pyr in SP layer,264,736,290
12281,Pyr in SP layer,352,64,290
12282,Pyr in SP layer,168,960,290
12283,Pyr in SP layer,200,488,322
12284,Pyr in SP layer,112,736,314
12285,Pyr in SP layer,368,384,298
12286,Pyr in SP layer,304,840,298
12287,Pyr in SP layer,88,1000,290
12288,Pyr in SP layer,240,464,314
12289,Pyr in SP layer,64,72,306
12290,Pyr in SP layer,144,160,306
12291,Pyr in SP layer,120,784,322
12292,Pyr in SP layer,288,664,306
12293,Pyr in SP layer,360,784,290
12294,Pyr in SP layer,360,440,290
12295,Pyr in SP layer,288,928,322
12296,Pyr in SP layer,264,176,298
12297,Pyr in SP layer,232,616,306
12298,Pyr in SP layer,376,648,322
12299,Pyr in SP layer,8,480,314
12300,Pyr in SP layer,168,88,290
12301,Pyr in SP layer,200,24,322
12302,Pyr in SP layer,24,792,314
12303,Pyr in SP layer,8,648,290
12304,Pyr in SP layer,272,552,306
12305,Pyr in SP layer,136,560,322
12306,Pyr in SP layer,272,376,322
12307,Pyr in SP layer,24,840,322
12308,Pyr in SP layer,304,328,290
12309,Pyr in SP layer,128,216,306
12310,Pyr in SP layer,32,120,322
12311,Pyr in SP layer,264,424,290
12312,Pyr in SP layer,304,960,306
12313,Pyr in SP layer,112,488,322
12314,Pyr in SP layer,344,608,306
12315,Pyr in SP layer,272,680,290
12316,Pyr in SP layer,168,200,306
12317,Pyr in SP layer,176,104,314
12318,Pyr in SP layer,48,984,306
12319,Pyr in SP layer,272,96,298
12320,Pyr in SP layer,320,760,290
12321,Pyr in SP layer,264,880,306
12322,Pyr in SP layer,368,536,314
12323,Pyr in SP layer,56,104,314
12324,Pyr in SP layer,216,200,322
12325,Pyr in SP layer,224,128,306
12326,Pyr in SP layer,360,816,298
12327,Pyr in SP layer,80,464,322
12328,Pyr in SP layer,376,576,290
12329,Pyr in SP layer,352,536,306
12330,Pyr in SP layer,312,224,290
12331,Pyr in SP layer,344,592,322
12332,Pyr in SP layer,232,512,306
12333,Pyr in SP layer,112,256,290
12334,Pyr in SP layer,168,696,314
12335,Pyr in SP layer,64,832,298
12336,Pyr in SP layer,304,8,306
12337,Pyr in SP layer,312,528,314
12338,Pyr in SP layer,216,320,298
12339,Pyr in SP layer,48,456,314
12340,Pyr in SP layer,248,848,306
12341,Pyr in SP layer,216,40,322
12342,Pyr in SP layer,24,944,322
12343,Pyr in SP layer,136,904,322
12344,Pyr in SP layer,24,88,322
12345,Pyr in SP layer,24,176,306
12346,Pyr in SP layer,368,840,290
12347,Pyr in SP layer,288,792,322
12348,Pyr in SP layer,128,176,314
12349,Pyr in SP layer,64,216,314
12350,Pyr in SP layer,240,48,314
12351,Pyr in SP layer,160,376,306
12352,Pyr in SP layer,152,688,298
12353,Pyr in SP layer,32,136,314
12354,Pyr in SP layer,104,672,306
12355,Pyr in SP layer,16,944,322
12356,Pyr in SP layer,400,8,290
12357,Pyr in SP layer,64,688,290
12358,Pyr in SP layer,80,112,298
12359,Pyr in SP layer,272,224,314
12360,Pyr in SP layer,264,616,290
12361,Pyr in SP layer,368,824,298
12362,Pyr in SP layer,248,56,314
12363,Pyr in SP layer,224,608,314
12364,Pyr in SP layer,304,928,290
12365,Pyr in SP layer,104,304,290
12366,Pyr in SP layer,168,8,314
12367,Pyr in SP layer,392,976,306
12368,Pyr in SP layer,192,720,322
12369,Pyr in SP layer,328,944,298
12370,Pyr in SP layer,184,112,314
12371,Pyr in SP layer,344,968,322
12372,Pyr in SP layer,176,856,290
12373,Pyr in SP layer,144,888,314
12374,Pyr in SP layer,80,672,314
12375,Pyr in SP layer,72,112,306
12376,Pyr in SP layer,152,24,314
12377,Pyr in SP layer,224,120,298
12378,Pyr in SP layer,400,768,290
12379,Pyr in SP layer,280,112,306
12380,Pyr in SP layer,360,520,306
12381,Pyr in SP layer,168,264,306
12382,Pyr in SP layer,344,664,322
12383,Pyr in SP layer,128,160,306
12384,Pyr in SP layer,104,352,298
12385,Pyr in SP layer,160,632,306
12386,Pyr in SP layer,352,384,314
12387,Pyr in SP layer,88,656,298
12388,Pyr in SP layer,120,968,314
12389,Pyr in SP layer,8,120,298
12390,Pyr in SP layer,264,632,306
12391,Pyr in SP layer,56,704,322
12392,Pyr in SP layer,392,808,322
12393,Pyr in SP layer,296,592,314
12394,Pyr in SP layer,168,112,314
12395,Pyr in SP layer,16,560,322
12396,Pyr in SP layer,360,856,306
12397,Pyr in SP layer,112,320,306
12398,Pyr in SP layer,216,768,322
12399,Pyr in SP layer,128,632,306
12400,Pyr in SP layer,144,312,314
12401,Pyr in SP layer,176,824,322
12402,Pyr in SP layer,16,280,314
12403,Pyr in SP layer,120,656,314
12404,Pyr in SP layer,128,168,314
12405,Pyr in SP layer,8,960,314
12406,Pyr in SP layer,304,440,306
12407,Pyr in SP layer,200,672,290
12408,Pyr in SP layer,160,48,314
12409,Pyr in SP layer,264,736,306
12410,Pyr in SP layer,384,808,322
12411,Pyr in SP layer,168,704,322
12412,Pyr in SP layer,384,280,314
12413,Pyr in SP layer,112,320,322
12414,Pyr in SP layer,80,696,290
12415,Pyr in SP layer,264,744,314
12416,Pyr in SP layer,32,928,322
12417,Pyr in SP layer,0,376,298
12418,Pyr in SP layer,96,240,298
12419,Pyr in SP layer,384,712,298
12420,Pyr in SP layer,392,944,306
12421,Pyr in SP layer,216,920,322
12422,Pyr in SP layer,264,432,290
12423,Pyr in SP layer,208,208,298
12424,Pyr in SP layer,352,264,322
12425,Pyr in SP layer,352,472,298
12426,Pyr in SP layer,48,128,298
12427,Pyr in SP layer,168,288,322
12428,Pyr in SP layer,40,48,290
12429,Pyr in SP layer,40,640,290
12430,Pyr in SP layer,328,32,298
12431,Pyr in SP layer,16,920,314
12432,Pyr in SP layer,176,424,298
12433,Pyr in SP layer,296,320,306
12434,Pyr in SP layer,392,928,306
12435,Pyr in SP layer,256,256,322
12436,Pyr in SP layer,160,216,322
12437,Pyr in SP layer,160,432,298
12438,Pyr in SP layer,240,112,314
12439,Pyr in SP layer,72,736,290
12440,Pyr in SP layer,48,880,306
12441,Pyr in SP layer,288,408,290
12442,Pyr in SP layer,352,856,314
12443,Pyr in SP layer,200,160,314
12444,Pyr in SP layer,304,648,298
12445,Pyr in SP layer,304,96,290
12446,Pyr in SP layer,248,208,322
12447,Pyr in SP layer,128,360,322
12448,Pyr in SP layer,352,984,290
12449,Pyr in SP layer,192,800,298
12450,Pyr in SP layer,144,560,298
12451,Pyr in SP layer,32,56,306
12452,Pyr in SP layer,264,72,314
12453,Pyr in SP layer,248,480,290
12454,Pyr in SP layer,184,48,314
12455,Pyr in SP layer,32,480,314
12456,Pyr in SP layer,136,712,290
12457,Pyr in SP layer,80,488,314
12458,Pyr in SP layer,128,128,322
12459,Pyr in SP layer,80,944,306
12460,Pyr in SP layer,64,328,314
12461,Pyr in SP layer,136,416,306
12462,Pyr in SP layer,104,8,298
12463,Pyr in SP layer,368,672,306
12464,Pyr in SP layer,328,416,290
12465,Pyr in SP layer,24,640,298
12466,Pyr in SP layer,0,192,298
12467,Pyr in SP layer,352,352,290
12468,Pyr in SP layer,112,112,306
12469,Pyr in SP layer,16,376,306
12470,Pyr in SP layer,368,872,322
12471,Pyr in SP layer,96,520,290
12472,Pyr in SP layer,216,544,322
12473,Pyr in SP layer,392,600,322
12474,Pyr in SP layer,296,0,314
12475,Pyr in SP layer,112,296,290
12476,Pyr in SP layer,336,336,314
12477,Pyr in SP layer,176,312,322
12478,Pyr in SP layer,264,576,314
12479,Pyr in SP layer,152,8,290
12480,Pyr in SP layer,384,72,314
12481,Pyr in SP layer,336,768,314
12482,Pyr in SP layer,224,928,306
12483,Pyr in SP layer,264,536,322
12484,Pyr in SP layer,80,816,322
12485,Pyr in SP layer,264,400,290
12486,Pyr in SP layer,192,96,306
12487,Pyr in SP layer,304,448,306
12488,Pyr in SP layer,24,440,306
12489,Pyr in SP layer,152,936,322
12490,Pyr in SP layer,288,504,314
12491,Pyr in SP layer,160,544,322
12492,Pyr in SP layer,216,296,290
12493,Pyr in SP layer,344,752,298
12494,Pyr in SP layer,392,184,290
12495,Pyr in SP layer,280,0,306
12496,Pyr in SP layer,48,584,290
12497,Pyr in SP layer,24,264,306
12498,Pyr in SP layer,112,736,298
12499,Pyr in SP layer,208,96,306
12500,Pyr in SP layer,272,160,322
12501,Pyr in SP layer,112,720,322
12502,Pyr in SP layer,192,264,322
12503,Pyr in SP layer,384,384,298
12504,Pyr in SP layer,336,904,314
12505,Pyr in SP layer,88,872,298
12506,Pyr in SP layer,136,936,322
12507,Pyr in SP layer,96,600,298
12508,Pyr in SP layer,128,120,322
12509,Pyr in SP layer,352,824,322
12510,Pyr in SP layer,288,624,290
12511,Pyr in SP layer,56,224,314
12512,Pyr in SP layer,184,1000,314
12513,Pyr in SP layer,392,776,298
12514,Pyr in SP layer,104,568,306
12515,Pyr in SP layer,176,720,298
12516,Pyr in SP layer,320,552,290
12517,Pyr in SP layer,272,0,306
12518,Pyr in SP layer,184,296,290
12519,Pyr in SP layer,200,544,306
12520,Pyr in SP layer,312,904,314
12521,Pyr in SP layer,80,872,322
12522,Pyr in SP layer,344,968,314
12523,Pyr in SP layer,232,936,306
12524,Pyr in SP layer,272,408,306
12525,Pyr in SP layer,40,216,314
12526,Pyr in SP layer,280,608,298
12527,Pyr in SP layer,64,872,298
12528,Pyr in SP layer,80,48,306
12529,Pyr in SP layer,144,792,306
12530,Pyr in SP layer,112,280,290
12531,Pyr in SP layer,264,128,306
12532,Pyr in SP layer,88,752,314
12533,Pyr in SP layer,312,104,298
12534,Pyr in SP layer,104,576,306
12535,Pyr in SP layer,272,904,322
12536,Pyr in SP layer,96,560,298
12537,Pyr in SP layer,96,792,322
12538,Pyr in SP layer,368,680,306
12539,Pyr in SP layer,384,704,306
12540,Pyr in SP layer,232,288,290
12541,Pyr in SP layer,336,624,290
12542,Pyr in SP layer,56,56,322
12543,Pyr in SP layer,264,736,298
12544,Pyr in SP layer,216,136,306
12545,Pyr in SP layer,248,768,306
12546,Pyr in SP layer,400,144,322
12547,Pyr in SP layer,200,64,322
12548,Pyr in SP layer,56,616,306
12549,Pyr in SP layer,128,144,322
12550,Pyr in SP layer,56,40,290
12551,Pyr in SP layer,160,856,290
12552,Pyr in SP layer,200,816,322
12553,Pyr in SP layer,120,408,290
12554,Pyr in SP layer,128,696,314
12555,Pyr in SP layer,312,232,314
12556,Pyr in SP layer,88,152,322
12557,Pyr in SP layer,120,368,306
12558,Pyr in SP layer,104,664,322
12559,Pyr in SP layer,16,776,306
12560,Pyr in SP layer,344,48,290
12561,Pyr in SP layer,240,0,298
12562,Pyr in SP layer,288,896,298
12563,Pyr in SP layer,24,440,290
12564,Pyr in SP layer,24,1000,306
12565,Pyr in SP layer,400,464,322
12566,Pyr in SP layer,280,400,314
12567,Pyr in SP layer,296,416,314
12568,Pyr in SP layer,280,104,290
12569,Pyr in SP layer,144,952,322
12570,Pyr in SP layer,208,344,314
12571,Pyr in SP layer,32,824,290
12572,Pyr in SP layer,216,944,306
12573,Pyr in SP layer,384,272,314
12574,Pyr in SP layer,88,936,314
12575,Pyr in SP layer,136,768,306
12576,Pyr in SP layer,40,312,290
12577,Pyr in SP layer,152,576,322
12578,Pyr in SP layer,304,136,314
12579,Pyr in SP layer,160,208,298
12580,Pyr in SP layer,176,984,322
12581,Pyr in SP layer,112,768,290
12582,Pyr in SP layer,384,608,290
12583,Pyr in SP layer,368,728,298
12584,Pyr in SP layer,96,712,314
12585,Pyr in SP layer,288,672,314
12586,Pyr in SP layer,384,328,314
12587,Pyr in SP layer,8,392,290
12588,Pyr in SP layer,136,576,298
12589,Pyr in SP layer,296,448,322
12590,Pyr in SP layer,128,616,314
12591,Pyr in SP layer,56,864,306
12592,Pyr in SP layer,64,568,298
12593,Pyr in SP layer,360,88,322
12594,Pyr in SP layer,336,408,306
12595,Pyr in SP layer,280,456,290
12596,Pyr in SP layer,400,240,290
12597,Pyr in SP layer,336,568,322
12598,Pyr in SP layer,280,352,322
12599,Pyr in SP layer,104,200,314
12600,Pyr in SP layer,152,512,314
12601,Pyr in SP layer,56,824,298
12602,Pyr in SP layer,0,904,306
12603,Pyr in SP layer,200,240,314
12604,Pyr in SP layer,16,888,322
12605,Pyr in SP layer,40,416,306
12606,Pyr in SP layer,304,128,290
12607,Pyr in SP layer,368,232,322
12608,Pyr in SP layer,376,760,314
12609,Pyr in SP layer,368,48,290
12610,Pyr in SP layer,48,496,306
12611,Pyr in SP layer,296,304,290
12612,Pyr in SP layer,96,600,306
12613,Pyr in SP layer,248,616,322
12614,Pyr in SP layer,352,384,290
12615,Pyr in SP layer,160,776,322
12616,Pyr in SP layer,8,328,298
12617,Pyr in SP layer,192,512,306
12618,Pyr in SP layer,280,744,322
12619,Pyr in SP layer,368,752,322
12620,Pyr in SP layer,72,864,290
12621,Pyr in SP layer,120,872,298
12622,Pyr in SP layer,48,160,314
12623,Pyr in SP layer,272,728,306
12624,Pyr in SP layer,304,536,290
12625,Pyr in SP layer,280,880,314
12626,Pyr in SP layer,48,64,290
12627,Pyr in SP layer,192,128,322
12628,Pyr in SP layer,336,1000,306
12629,Pyr in SP layer,0,848,314
12630,Pyr in SP layer,208,856,322
12631,Pyr in SP layer,88,928,322
12632,Pyr in SP layer,192,560,314
12633,Pyr in SP layer,16,480,314
12634,Pyr in SP layer,312,872,306
12635,Pyr in SP layer,288,512,322
12636,Pyr in SP layer,360,232,322
12637,Pyr in SP layer,48,504,298
12638,Pyr in SP layer,120,432,306
12639,Pyr in SP layer,232,392,322
12640,Pyr in SP layer,240,120,306
12641,Pyr in SP layer,336,632,322
12642,Pyr in SP layer,168,848,306
12643,Pyr in SP layer,72,888,306
12644,Pyr in SP layer,248,400,290
12645,Pyr in SP layer,248,616,298
12646,Pyr in SP layer,384,272,322
12647,Pyr in SP layer,304,328,298
12648,Pyr in SP layer,264,328,322
12649,Pyr in SP layer,64,624,298
12650,Pyr in SP layer,168,656,306
12651,Pyr in SP layer,400,944,306
12652,Pyr in SP layer,304,184,314
12653,Pyr in SP layer,136,280,290
12654,Pyr in SP layer,344,32,298
12655,Pyr in SP layer,96,136,298
12656,Pyr in SP layer,144,608,314
12657,Pyr in SP layer,80,880,306
12658,Pyr in SP layer,312,560,322
12659,Pyr in SP layer,280,632,290
12660,Pyr in SP layer,224,264,298
12661,Pyr in SP layer,344,208,298
12662,Pyr in SP layer,240,440,314
12663,Pyr in SP layer,240,344,322
12664,Pyr in SP layer,160,944,322
12665,Pyr in SP layer,0,80,306
12666,Pyr in SP layer,216,688,322
12667,Pyr in SP layer,32,920,290
12668,Pyr in SP layer,352,432,298
12669,Pyr in SP layer,224,984,306
12670,Pyr in SP layer,296,848,298
12671,Pyr in SP layer,248,824,298
12672,Pyr in SP layer,344,680,298
12673,Pyr in SP layer,48,528,298
12674,Pyr in SP layer,256,152,322
12675,Pyr in SP layer,296,232,314
12676,Pyr in SP layer,56,72,306
12677,Pyr in SP layer,8,704,298
12678,Pyr in SP layer,216,520,298
12679,Pyr in SP layer,72,472,290
12680,Pyr in SP layer,160,80,322
12681,Pyr in SP layer,216,456,314
